type,date,num_files,total_MB,throughput,avg_io_rate,io_stddev,exec_time
write,"Tue Apr 15 02:04:24 UTC 2025",10,1280,117.3,127.18,41.37,18.1
write,"Tue Apr 15 02:05:50 UTC 2025",10,1280,112.27,120.87,33.46,18.04
write,"Tue Apr 15 02:06:50 UTC 2025",10,1280,133.39,185.22,120.53,19.44
write,"Tue Apr 15 02:08:13 UTC 2025",10,1280,134.33,183.75,114.09,17.36
write,"Tue Apr 15 02:17:30 UTC 2025",10,2560,130.57,135.98,27.75,19.42
